area,city,country,gps_lat,gps_long,lat,long,state,state_flag
Mulege,Bahia Asuncion,MX,24.42,-123.65,27.14231,-114.29582,Baja California Sur,None
Santa Barbara County,Lompoc,US,27.64,-123.75,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,32.21,-123.92,34.63915,-120.45794,California,California
Sunshine Coast Regional District,Sechelt,CA,49.76,-123.76,49.47512,-123.75903,British Columbia,None
Wahkiakum County,Cathlamet,US,46.26,-123.43,46.20317,-123.38318,Washington,Washington
Grays Harbor County,Elma,US,47.0,-123.35,47.00343,-123.40877,Washington,Washington
Santa Barbara County,Lompoc,US,31.71,-123.41,34.63915,-120.45794,California,California
,Sooke,CA,48.39,-123.95,48.37463,-123.72762,British Columbia,None
Clatsop County,Gearhart,US,46.05,-123.9,46.02427,-123.91125,Oregon,Oregon
Marin County,Inverness,US,37.18,-123.82,38.10103,-122.85694,California,California
Lane County,Dunes City,US,43.82,-123.96,43.88318,-124.11512,Oregon,Oregon
Josephine County,Cave Junction,US,42.04,-123.61,42.16289,-123.64812,Oregon,Oregon
Monterey County,Carmel-by-the-Sea,US,34.36,-123.71,36.55524,-121.92329,California,California
Santa Barbara County,Lompoc,US,28.37,-123.65,34.63915,-120.45794,California,California
Santa Cruz County,Bonny Doon,US,36.48,-123.1,37.04162,-122.15052,California,California
Trinity County,Weaverville,US,40.79,-123.06,40.73098,-122.94197,California,California
Santa Barbara County,Lompoc,US,30.79,-123.6,34.63915,-120.45794,California,California
Los Angeles County,Avalon,US,27.21,-123.15,33.34281,-118.32785,California,California
Whatcom County,Point Roberts,US,48.96,-123.19,48.98538,-123.07797,Washington,Washington
Santa Barbara County,Lompoc,US,29.15,-123.7,34.63915,-120.45794,California,California
San Luis Obispo County,Cambria,US,33.68,-123.97,35.56414,-121.08075,California,California
Trinity County,Hayfork,US,40.4,-123.08,40.55431,-123.18308,California,California
Humboldt County,Willow Creek,US,41.14,-123.52,40.93958,-123.63144,California,California
Lincoln County,Waldport,US,44.26,-123.94,44.42679,-124.06873,Oregon,Oregon
Lewis County,Winlock,US,46.44,-123.13,46.49122,-122.9379,Washington,Washington
Josephine County,Cave Junction,US,42.24,-123.82,42.16289,-123.64812,Oregon,Oregon
Sonoma County,Sea Ranch,US,38.53,-123.59,38.71519,-123.45445,California,California
Lane County,Creswell,US,43.87,-123.04,43.9179,-123.02453,Oregon,Oregon
Tillamook County,Pacific City,US,45.26,-123.83,45.20233,-123.96289,Oregon,Oregon
,Pemberton,CA,50.98,-123.51,50.31641,-122.80273,British Columbia,None
Santa Barbara County,Lompoc,US,28.86,-123.79,34.63915,-120.45794,California,California
Monterey County,Carmel-by-the-Sea,US,34.93,-123.89,36.55524,-121.92329,California,California
Santa Barbara County,Lompoc,US,27.64,-123.51,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,27.73,-123.82,34.63915,-120.45794,California,California
Humboldt County,Redway,US,40.33,-123.9,40.12014,-123.82336,California,California
Del Norte County,Bertsch-Oceanview,US,41.84,-123.97,41.7525,-124.15875,California,California
Sunshine Coast Regional District,Sechelt,CA,49.58,-123.73,49.47512,-123.75903,British Columbia,None
Linn County,Brownsville,US,44.31,-123.04,44.39346,-122.98481,Oregon,Oregon
Polk County,Monmouth,US,44.83,-123.29,44.84845,-123.23399,Oregon,Oregon
San Luis Obispo County,Cambria,US,33.83,-123.55,35.56414,-121.08075,California,California
San Mateo County,Moss Beach,US,37.0,-123.9,37.52744,-122.51331,California,California
Santa Barbara County,Lompoc,US,29.7,-123.27,34.63915,-120.45794,California,California
Monterey County,Del Monte Forest,US,35.8,-123.38,36.58635,-121.94746,California,California
Pacific County,Long Beach,US,46.35,-123.98,46.35232,-124.05432,Washington,Washington
Sunshine Coast Regional District,Gibsons,CA,49.11,-123.54,49.39539,-123.50555,British Columbia,None
Sunshine Coast Regional District,Sechelt,CA,49.93,-123.95,49.47512,-123.75903,British Columbia,None
San Luis Obispo County,Cambria,US,33.01,-123.94,35.56414,-121.08075,California,California
Lane County,Cottage Grove,US,43.74,-123.03,43.79762,-123.05952,Oregon,Oregon
Ensenada,Luis Rodriguez (El Vergel),MX,25.35,-123.78,30.40722,-115.88722,Baja California,None
Santa Barbara County,Lompoc,US,31.18,-123.87,34.63915,-120.45794,California,California
Mendocino County,Willits,US,39.25,-123.44,39.40961,-123.35557,California,California
Trinity County,Hayfork,US,40.26,-123.1,40.55431,-123.18308,California,California
San Mateo County,Moss Beach,US,36.89,-123.2,37.52744,-122.51331,California,California
Santa Barbara County,Lompoc,US,29.54,-123.66,34.63915,-120.45794,California,California
Lewis County,Chehalis,US,46.59,-123.1,46.66205,-122.96402,Washington,Washington
,Whistler,CA,50.63,-123.4,50.1164,-122.96946,British Columbia,None
Douglas County,Winston,US,43.32,-123.61,43.12234,-123.41257,Oregon,Oregon
Los Angeles County,Avalon,US,27.77,-123.03,33.34281,-118.32785,California,California
San Luis Obispo County,Cambria,US,33.71,-123.35,35.56414,-121.08075,California,California
Cowlitz County,West Longview,US,46.22,-123.1,46.16789,-122.999,Washington,Washington
San Mateo County,Moss Beach,US,36.75,-123.51,37.52744,-122.51331,California,California
Mulege,Bahia Asuncion,MX,24.06,-123.15,27.14231,-114.29582,Baja California Sur,None
Mulege,Bahia Asuncion,MX,24.37,-123.98,27.14231,-114.29582,Baja California Sur,None
Sonoma County,Cloverdale,US,38.82,-123.0,38.80546,-123.01722,California,California
Santa Cruz County,Bonny Doon,US,36.3,-123.24,37.04162,-122.15052,California,California
Santa Barbara County,Lompoc,US,30.65,-123.95,34.63915,-120.45794,California,California
Monterey County,Carmel-by-the-Sea,US,35.49,-123.16,36.55524,-121.92329,California,California
Sonoma County,Sea Ranch,US,38.52,-123.91,38.71519,-123.45445,California,California
Del Norte County,Bertsch-Oceanview,US,41.44,-123.94,41.7525,-124.15875,California,California
San Luis Obispo County,Cambria,US,34.01,-123.37,35.56414,-121.08075,California,California
,Whistler,CA,50.09,-123.44,50.1164,-122.96946,British Columbia,None
Ensenada,Luis Rodriguez (El Vergel),MX,26.03,-123.73,30.40722,-115.88722,Baja California,None
Santa Barbara County,Lompoc,US,28.12,-123.27,34.63915,-120.45794,California,California
Lane County,Veneta,US,43.97,-123.56,44.04873,-123.35093,Oregon,Oregon
Ensenada,Luis Rodriguez (El Vergel),MX,26.03,-123.11,30.40722,-115.88722,Baja California,None
Siskiyou County,Happy Camp,US,41.73,-123.18,41.79275,-123.3808,California,California
Santa Barbara County,Lompoc,US,29.19,-123.71,34.63915,-120.45794,California,California
Trinity County,Hayfork,US,40.43,-123.08,40.55431,-123.18308,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,25.7,-123.17,30.40722,-115.88722,Baja California,None
Clallam County,Port Angeles,US,48.07,-123.45,48.11815,-123.43074,Washington,Washington
Santa Barbara County,Lompoc,US,28.55,-123.3,34.63915,-120.45794,California,California
Clallam County,Forks,US,47.77,-123.93,47.95036,-124.38549,Washington,Washington
Santa Barbara County,Lompoc,US,29.32,-123.82,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,29.09,-123.66,34.63915,-120.45794,California,California
Cowichan Valley Regional District,Ladysmith,CA,49.01,-123.95,48.99016,-123.81699,British Columbia,None
Clallam County,Port Angeles,US,47.59,-123.51,48.11815,-123.43074,Washington,Washington
Clallam County,Port Angeles,US,48.22,-123.45,48.11815,-123.43074,Washington,Washington
Benton County,Philomath,US,44.68,-123.61,44.54012,-123.3676,Oregon,Oregon
Ensenada,Luis Rodriguez (El Vergel),MX,25.61,-123.15,30.40722,-115.88722,Baja California,None
San Mateo County,Moss Beach,US,36.75,-123.47,37.52744,-122.51331,California,California
Santa Barbara County,Lompoc,US,27.43,-123.39,34.63915,-120.45794,California,California
Clallam County,Port Angeles,US,47.72,-123.51,48.11815,-123.43074,Washington,Washington
Ensenada,Luis Rodriguez (El Vergel),MX,25.73,-123.96,30.40722,-115.88722,Baja California,None
Mendocino County,Covelo,US,40.04,-123.18,39.79327,-123.24922,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,26.26,-123.83,30.40722,-115.88722,Baja California,None
San Luis Obispo County,Cambria,US,33.4,-123.51,35.56414,-121.08075,California,California
Monterey County,Carmel-by-the-Sea,US,34.58,-123.27,36.55524,-121.92329,California,California
,Whistler,CA,50.29,-123.35,50.1164,-122.96946,British Columbia,None
San Luis Obispo County,Cambria,US,33.4,-123.91,35.56414,-121.08075,California,California
Pacific County,South Bend,US,46.72,-123.98,46.66315,-123.80461,Washington,Washington
Trinity County,Hayfork,US,40.69,-123.23,40.55431,-123.18308,California,California
Mulege,Bahia Asuncion,MX,24.41,-123.91,27.14231,-114.29582,Baja California Sur,None
San Mateo County,Moss Beach,US,36.59,-123.32,37.52744,-122.51331,California,California
Cowichan Valley Regional District,Ladysmith,CA,49.03,-123.77,48.99016,-123.81699,British Columbia,None
Santa Barbara County,Lompoc,US,32.64,-123.6,34.63915,-120.45794,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,26.28,-123.61,30.40722,-115.88722,Baja California,None
,Whistler,CA,50.82,-123.82,50.1164,-122.96946,British Columbia,None
Ensenada,Luis Rodriguez (El Vergel),MX,25.52,-123.84,30.40722,-115.88722,Baja California,None
San Mateo County,Moss Beach,US,37.26,-123.04,37.52744,-122.51331,California,California
Clatsop County,Gearhart,US,45.97,-123.63,46.02427,-123.91125,Oregon,Oregon
Linn County,Tangent,US,44.44,-123.16,44.54123,-123.10815,Oregon,Oregon
San Luis Obispo County,Cambria,US,34.28,-123.17,35.56414,-121.08075,California,California
Douglas County,Drain,US,43.71,-123.38,43.65873,-123.3187,Oregon,Oregon
Kitsap County,Seabeck,US,47.74,-123.05,47.63954,-122.82849,Washington,Washington
Ensenada,Luis Rodriguez (El Vergel),MX,26.35,-123.49,30.40722,-115.88722,Baja California,None
Lane County,Junction City,US,44.26,-123.39,44.21929,-123.20565,Oregon,Oregon
Clallam County,Port Angeles East,US,47.97,-123.37,48.10667,-123.37172,Washington,Washington
Santa Barbara County,Lompoc,US,30.84,-123.31,34.63915,-120.45794,California,California
Josephine County,Cave Junction,US,42.12,-123.64,42.16289,-123.64812,Oregon,Oregon
Ensenada,Luis Rodriguez (El Vergel),MX,24.82,-123.41,30.40722,-115.88722,Baja California,None
Grays Harbor County,Central Park,US,47.37,-123.7,46.97343,-123.69239,Washington,Washington
Mason County,Shelton,US,47.19,-123.13,47.21509,-123.10071,Washington,Washington
Humboldt County,Willow Creek,US,41.2,-123.6,40.93958,-123.63144,California,California
Marion County,Jefferson,US,44.76,-123.07,44.71957,-123.01037,Oregon,Oregon
Santa Barbara County,Lompoc,US,33.14,-123.27,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,31.46,-123.37,34.63915,-120.45794,California,California
Grays Harbor County,Elma,US,46.82,-123.4,47.00343,-123.40877,Washington,Washington
Lane County,Veneta,US,43.89,-123.56,44.04873,-123.35093,Oregon,Oregon
Monterey County,Del Monte Forest,US,35.86,-123.15,36.58635,-121.94746,California,California
Siskiyou County,Happy Camp,US,41.56,-123.59,41.79275,-123.3808,California,California
Marin County,Bolinas,US,37.68,-123.06,37.90937,-122.68637,California,California
Coos County,Myrtle Point,US,43.25,-123.82,43.06483,-124.13899,Oregon,Oregon
San Luis Obispo County,Cambria,US,34.09,-123.73,35.56414,-121.08075,California,California
Monterey County,Del Monte Forest,US,35.16,-123.86,36.58635,-121.94746,California,California
Siskiyou County,Happy Camp,US,41.98,-123.42,41.79275,-123.3808,California,California
Santa Barbara County,Lompoc,US,28.55,-123.55,34.63915,-120.45794,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,25.04,-123.75,30.40722,-115.88722,Baja California,None
San Mateo County,Moss Beach,US,36.91,-123.62,37.52744,-122.51331,California,California
Santa Barbara County,Lompoc,US,28.79,-123.46,34.63915,-120.45794,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,25.92,-123.49,30.40722,-115.88722,Baja California,None
Lane County,Junction City,US,44.29,-123.35,44.21929,-123.20565,Oregon,Oregon
San Mateo County,Moss Beach,US,36.45,-123.95,37.52744,-122.51331,California,California
Santa Barbara County,Lompoc,US,29.65,-123.66,34.63915,-120.45794,California,California
Douglas County,Canyonville,US,42.74,-123.37,42.92734,-123.28117,Oregon,Oregon
Sunshine Coast Regional District,Sechelt,CA,50.07,-123.76,49.47512,-123.75903,British Columbia,None
San Mateo County,Moss Beach,US,36.81,-123.29,37.52744,-122.51331,California,California
Trinity County,Hayfork,US,40.34,-123.09,40.55431,-123.18308,California,California
Santa Barbara County,Lompoc,US,31.07,-123.19,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,30.81,-123.8,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,28.88,-123.99,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,28.32,-123.73,34.63915,-120.45794,California,California
Pacific County,Ocean Park,US,46.42,-123.89,46.49177,-124.05208,Washington,Washington
Los Angeles County,Avalon,US,26.72,-123.58,33.34281,-118.32785,California,California
Humboldt County,Westhaven-Moonstone,US,41.36,-123.82,41.04489,-124.10239,California,California
Coos County,Myrtle Point,US,43.12,-123.96,43.06483,-124.13899,Oregon,Oregon
Santa Barbara County,Lompoc,US,31.68,-123.3,34.63915,-120.45794,California,California
San Luis Obispo County,Cambria,US,33.44,-124.0,35.56414,-121.08075,California,California
Clallam County,Port Angeles East,US,48.25,-123.27,48.10667,-123.37172,Washington,Washington
Monterey County,Del Monte Forest,US,35.87,-123.69,36.58635,-121.94746,California,California
,Pemberton,CA,50.55,-123.12,50.31641,-122.80273,British Columbia,None
Siskiyou County,Happy Camp,US,41.42,-123.47,41.79275,-123.3808,California,California
Sunshine Coast Regional District,Sechelt,CA,49.65,-123.69,49.47512,-123.75903,British Columbia,None
Ensenada,Luis Rodriguez (El Vergel),MX,25.0,-124.0,30.40722,-115.88722,Baja California,None
Santa Barbara County,Lompoc,US,31.13,-123.72,34.63915,-120.45794,California,California
Humboldt County,Redway,US,39.94,-123.97,40.12014,-123.82336,California,California
Monterey County,Del Monte Forest,US,35.81,-123.05,36.58635,-121.94746,California,California
Mason County,Shelton,US,47.18,-123.18,47.21509,-123.10071,Washington,Washington
Siskiyou County,Happy Camp,US,41.6,-123.14,41.79275,-123.3808,California,California
Clatsop County,Warrenton,US,46.14,-124.0,46.1651,-123.92376,Oregon,Oregon
Santa Barbara County,Lompoc,US,32.9,-123.49,34.63915,-120.45794,California,California
San Luis Obispo County,Cambria,US,34.44,-123.05,35.56414,-121.08075,California,California
Santa Barbara County,Lompoc,US,29.1,-123.82,34.63915,-120.45794,California,California
Grays Harbor County,McCleary,US,47.19,-123.36,47.05315,-123.26543,Washington,Washington
Santa Barbara County,Lompoc,US,29.23,-123.03,34.63915,-120.45794,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,25.49,-123.35,30.40722,-115.88722,Baja California,None
Monterey County,Carmel-by-the-Sea,US,34.71,-123.45,36.55524,-121.92329,California,California
Humboldt County,Westhaven-Moonstone,US,41.08,-123.99,41.04489,-124.10239,California,California
Santa Barbara County,Lompoc,US,27.58,-123.46,34.63915,-120.45794,California,California
Monterey County,Del Monte Forest,US,36.05,-123.24,36.58635,-121.94746,California,California
Humboldt County,Blue Lake,US,40.74,-123.85,40.88291,-123.98395,California,California
San Luis Obispo County,Cambria,US,33.42,-123.42,35.56414,-121.08075,California,California
Wahkiakum County,Cathlamet,US,46.0,-123.49,46.20317,-123.38318,Washington,Washington
Lane County,Junction City,US,44.28,-123.42,44.21929,-123.20565,Oregon,Oregon
Jackson County,Rogue River,US,42.63,-123.13,42.43595,-123.172,Oregon,Oregon
Santa Barbara County,Lompoc,US,30.82,-123.69,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,30.42,-123.44,34.63915,-120.45794,California,California
Monterey County,Carmel-by-the-Sea,US,34.85,-123.86,36.55524,-121.92329,California,California
Mason County,Shelton,US,47.53,-123.47,47.21509,-123.10071,Washington,Washington
Humboldt County,Willow Creek,US,41.13,-123.57,40.93958,-123.63144,California,California
Mendocino County,Laytonville,US,39.84,-123.66,39.68821,-123.48279,California,California
Santa Barbara County,Lompoc,US,32.51,-123.87,34.63915,-120.45794,California,California
Grays Harbor County,Montesano,US,47.31,-123.6,46.98121,-123.60266,Washington,Washington
San Luis Obispo County,Cambria,US,33.46,-123.36,35.56414,-121.08075,California,California
Josephine County,Cave Junction,US,42.56,-123.91,42.16289,-123.64812,Oregon,Oregon
Santa Barbara County,Lompoc,US,29.44,-123.13,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,28.78,-123.99,34.63915,-120.45794,California,California
Mendocino County,Fort Bragg,US,39.32,-123.76,39.44572,-123.80529,California,California
Mendocino County,Willits,US,39.25,-123.41,39.40961,-123.35557,California,California
Lane County,Veneta,US,43.9,-123.59,44.04873,-123.35093,Oregon,Oregon
Douglas County,Reedsport,US,43.66,-123.85,43.70234,-124.09678,Oregon,Oregon
Santa Barbara County,Lompoc,US,27.9,-123.44,34.63915,-120.45794,California,California
Humboldt County,Willow Creek,US,41.0,-123.29,40.93958,-123.63144,California,California
Santa Barbara County,Lompoc,US,30.82,-123.49,34.63915,-120.45794,California,California
Sunshine Coast Regional District,Sechelt,CA,49.79,-123.64,49.47512,-123.75903,British Columbia,None
Siskiyou County,Happy Camp,US,41.4,-123.32,41.79275,-123.3808,California,California
Trinity County,Hayfork,US,40.6,-123.12,40.55431,-123.18308,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,26.51,-123.15,30.40722,-115.88722,Baja California,None
Santa Barbara County,Lompoc,US,31.73,-123.09,34.63915,-120.45794,California,California
Siskiyou County,Happy Camp,US,41.5,-123.27,41.79275,-123.3808,California,California
Santa Barbara County,Lompoc,US,31.43,-124.0,34.63915,-120.45794,California,California
Los Angeles County,Avalon,US,26.72,-123.5,33.34281,-118.32785,California,California
Santa Barbara County,Lompoc,US,27.43,-123.78,34.63915,-120.45794,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,26.44,-123.16,30.40722,-115.88722,Baja California,None
Santa Barbara County,Lompoc,US,30.19,-123.1,34.63915,-120.45794,California,California
San Luis Obispo County,Cambria,US,33.47,-123.85,35.56414,-121.08075,California,California
Santa Barbara County,Lompoc,US,27.77,-123.21,34.63915,-120.45794,California,California
Mulege,Bahia Asuncion,MX,24.49,-123.32,27.14231,-114.29582,Baja California Sur,None
Monterey County,Carmel-by-the-Sea,US,34.92,-123.29,36.55524,-121.92329,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,26.07,-123.43,30.40722,-115.88722,Baja California,None
Los Angeles County,Avalon,US,27.43,-123.15,33.34281,-118.32785,California,California
Santa Barbara County,Lompoc,US,32.77,-123.39,34.63915,-120.45794,California,California
Siskiyou County,Happy Camp,US,41.5,-123.28,41.79275,-123.3808,California,California
Douglas County,Roseburg North,US,43.3,-123.33,43.26452,-123.30331,Oregon,Oregon
Siskiyou County,Happy Camp,US,41.82,-123.17,41.79275,-123.3808,California,California
Santa Barbara County,Lompoc,US,26.9,-123.73,34.63915,-120.45794,California,California
San Luis Obispo County,Cambria,US,33.92,-123.92,35.56414,-121.08075,California,California
Santa Barbara County,Lompoc,US,31.54,-123.88,34.63915,-120.45794,California,California
Tillamook County,Tillamook,US,45.36,-123.6,45.4564,-123.84553,Oregon,Oregon
Santa Barbara County,Lompoc,US,29.78,-123.49,34.63915,-120.45794,California,California
San Juan County,Friday Harbor,US,48.43,-123.04,48.53427,-123.01712,Washington,Washington
,Whistler,CA,50.32,-123.31,50.1164,-122.96946,British Columbia,None
Marin County,Bolinas,US,37.37,-123.38,37.90937,-122.68637,California,California
Monterey County,Carmel-by-the-Sea,US,34.99,-123.72,36.55524,-121.92329,California,California
Trinity County,Hayfork,US,40.61,-123.22,40.55431,-123.18308,California,California
Ensenada,Luis Rodriguez (El Vergel),MX,25.97,-123.11,30.40722,-115.88722,Baja California,None
Santa Barbara County,Lompoc,US,29.45,-123.0,34.63915,-120.45794,California,California
Santa Barbara County,Lompoc,US,29.77,-123.01,34.63915,-120.45794,California,California
